"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","status"
"VSMC","VSMC","COL1A2","ITGA11_ITGB1",0.00356456931343351,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","COL1A2","ITGA11_ITGB1",0.000225262888277996,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL1A2","ITGA11_ITGB1",2.61664910692405e-05,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL1A2","ITGA11_ITGB1",0.00160112426800201,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"T_NK","VSMC","COL1A2","ITGA11_ITGB1",0.000265270285163622,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A1","ITGA11_ITGB1",0.00319687557928684,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A1","ITGA11_ITGB1",0.000236527265697931,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL4A1","ITGA11_ITGB1",0.000565235785547356,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A2","ITGA11_ITGB1",0.00317118503027631,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A2","ITGA11_ITGB1",0.000232258886685658,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL4A2","ITGA11_ITGB1",0.00117630322426819,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A1","ITGA11_ITGB1",0.0027517689942379,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A1","ITGA11_ITGB1",0.000567517922554677,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A2","ITGA11_ITGB1",0.00251655726704495,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A2","ITGA11_ITGB1",0.000542605111126163,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A3","ITGA11_ITGB1",0.00217896062707161,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A3","ITGA11_ITGB1",0.000833702316728368,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","FN1","ITGAV_ITGB1",0.0133188721468694,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","FN1","ITGAV_ITGB1",0.00418971526245781,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","FN1","ITGAV_ITGB1",0.000855272226199117,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","FN1","ITGAV_ITGB1",0.00714018455534986,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","FN1","ITGAV_ITGB1",0.00755381553418254,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","FN1","ITGAV_ITGB1",0.00396415935435228,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","EC","FN1","ITGAV_ITGB1",0.00147919945350071,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","EC","FN1","ITGAV_ITGB1",9.42109886625132e-05,0.02,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","EC","FN1","ITGAV_ITGB1",0.000790062333212112,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","FN1","ITGAV_ITGB1",0.00453629895228917,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Fibroblast","FN1","ITGAV_ITGB1",0.00237310680029761,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","FN1","CD44",0.011028135162316,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","FN1","CD44",0.0058619491846346,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","FN1","CD44",0.0195439279316958,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","FN1","CD44",0.00132339514593782,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","FN1","CD44",0.0107269538284341,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","FN1","CD44",0.0166196768957918,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","FN1","CD44",0.00902100762533578,0,"FN1_CD44","FN1 - CD44","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL1A1","CD44",0.0076383533220485,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL1A1","CD44",0.00340269325535574,0.02,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL1A1","CD44",0.0141729681236937,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL1A1","CD44",0.0065517251115961,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL1A1","CD44",0.0118608717585481,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL1A1","CD44",0.00541073997027939,0,"COL1A1_CD44","COL1A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL1A2","CD44",0.00783367439267445,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL1A2","CD44",0.00359753181846978,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL1A2","CD44",0.0144961192808581,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL1A2","CD44",0.00689834826773958,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL1A2","CD44",0.00260063588662033,0.06,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL1A2","CD44",0.0121429126826635,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL1A2","CD44",0.00570551292924489,0,"COL1A2_CD44","COL1A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A1","CD44",0.00707297694538787,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A1","CD44",0.000535340420159941,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL4A1","CD44",0.0132276286528645,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","COL4A1","CD44",0.00103911040816595,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL4A1","CD44",0.00263412515282394,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL4A1","CD44",0.00233336670380674,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL4A1","CD44",0.0110388823927769,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","T_NK","COL4A1","CD44",0.00085564125951994,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL4A1","CD44",0.00213930920999891,0,"COL4A1_CD44","COL4A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A2","CD44",0.00701944391987898,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A2","CD44",0.000526030601136551,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL4A2","CD44",0.00267421076278058,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL4A2","CD44",0.0131373436312695,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","COL4A2","CD44",0.00102219030676105,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL4A2","CD44",0.00522993630922518,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL4A2","CD44",0.00231468425804183,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL4A2","CD44",0.0109606177179964,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","T_NK","COL4A2","CD44",0.000841363360127169,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL4A2","CD44",0.00429470154469561,0,"COL4A2_CD44","COL4A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A1","CD44",0.0061382889731881,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL6A1","CD44",0.011631576844535,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL6A1","CD44",0.00264428476651817,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL6A1","CD44",0.00200952316733288,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL6A1","CD44",0.00966144162582328,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL6A1","CD44",0.00214765273713043,0,"COL6A1_CD44","COL6A1 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A2","CD44",0.00563812439335184,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL6A2","CD44",0.0107600270191277,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL6A2","CD44",0.00253317976832227,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL6A2","CD44",0.00183825672781562,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL6A2","CD44",0.00891470306901167,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL6A2","CD44",0.00205644734557724,0,"COL6A2_CD44","COL6A2 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A3","CD44",0.00491256110102518,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A3","CD44",0.00191355825297417,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","COL6A3","CD44",0.0094733776506284,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","COL6A3","CD44",0.00380472808157351,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","COL6A3","CD44",0.00159227685690412,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","COL6A3","CD44",0.00781925066621866,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","COL6A3","CD44",0.00310540723410835,0,"COL6A3_CD44","COL6A3 - CD44","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","LAMA4","CD44",0.00271542207069113,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","LAMA4","CD44",0.00038931693148469,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","LAMA4","CD44",0.000830059564133034,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","LAMA4","CD44",0.00540766770436864,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","LAMA4","CD44",0.000769255182227073,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","Macrophage","LAMA4","CD44",0.00169055684212787,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","LAMA4","CD44",0.000864736815593699,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Fibroblast","LAMA4","CD44",0.000124503747257268,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","LAMA4","CD44",0.00441112526151344,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","T_NK","LAMA4","CD44",0.000629313827626329,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","T_NK","LAMA4","CD44",0.00136752544810434,0,"LAMA4_CD44","LAMA4 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","LAMB1","CD44",0.000884738596997474,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","LAMB1","CD44",9.65988412591255e-05,0.02,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","LAMB1","CD44",0.00181128182433712,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","LAMB1","CD44",0.000198003677875411,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","LAMB1","CD44",0.000277701054030124,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Fibroblast","LAMB1","CD44",3.03014060528169e-05,0.04,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","LAMB1","CD44",0.00146233019435098,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","T_NK","LAMB1","CD44",0.000159783851487625,0,"LAMB1_CD44","LAMB1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","LAMB2","CD44",0.000446320236633301,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","LAMB2","CD44",0.00091990065776161,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","LAMB2","CD44",0.000139610346942348,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","LAMB2","CD44",0.000740793349394091,0,"LAMB2_CD44","LAMB2 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","LAMC1","CD44",0.000825277706462276,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","LAMC1","CD44",8.51333263438825e-05,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Macrophage","LAMC1","CD44",0.00169108910606584,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Macrophage","LAMC1","CD44",0.000174758025208579,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","Fibroblast","LAMC1","CD44",0.000258916708619718,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","Fibroblast","LAMC1","CD44",2.66848754571637e-05,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","T_NK","LAMC1","CD44",0.00136482504275674,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","T_NK","LAMC1","CD44",0.000140947334307181,0,"LAMC1_CD44","LAMC1 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL1A1","SDC4",0.00105547592819801,0,"COL1A1_SDC4","COL1A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","COL1A1","SDC4",8.86471918264059e-05,0,"COL1A1_SDC4","COL1A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL1A1","SDC4",8.44889693626904e-06,0,"COL1A1_SDC4","COL1A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL1A1","SDC4",0.000453587165837777,0,"COL1A1_SDC4","COL1A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"T_NK","VSMC","COL1A1","SDC4",0.00011679192053927,0,"COL1A1_SDC4","COL1A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL1A2","SDC4",0.00108542753357333,0,"COL1A2_SDC4","COL1A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","COL1A2","SDC4",6.62536803214286e-05,0,"COL1A2_SDC4","COL1A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL1A2","SDC4",7.69544726775888e-06,0,"COL1A2_SDC4","COL1A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL1A2","SDC4",0.000481424219614871,0,"COL1A2_SDC4","COL1A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"T_NK","VSMC","COL1A2","SDC4",7.80524415823354e-05,0,"COL1A2_SDC4","COL1A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A1","SDC4",0.000969692183275277,0,"COL4A1_SDC4","COL4A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A1","SDC4",7.08299110334406e-05,0,"COL4A1_SDC4","COL4A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL4A1","SDC4",0.000167285261228094,0,"COL4A1_SDC4","COL4A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL4A2","SDC4",0.000961639325127405,0,"COL4A2_SDC4","COL4A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","COL4A2","SDC4",6.95259903469395e-05,0,"COL4A2_SDC4","COL4A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL4A2","SDC4",0.000351390165596622,0,"COL4A2_SDC4","COL4A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A1","SDC4",0.000830784446542531,0,"COL6A1_SDC4","COL6A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A1","SDC4",0.000167966486372611,0,"COL6A1_SDC4","COL6A1 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A2","SDC4",0.000757902532947246,0,"COL6A2_SDC4","COL6A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A2","SDC4",0.000160532483710321,0,"COL6A2_SDC4","COL6A2 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","COL6A3","SDC4",0.000653920542827212,0,"COL6A3_SDC4","COL6A3 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","COL6A3","SDC4",0.00024774810684509,0,"COL6A3_SDC4","COL6A3 - SDC4","COLLAGEN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","FN1","SDC4",0.00159963572872774,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","FN1","SDC4",0.000440078584662449,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","FN1","SDC4",9.36144112013016e-05,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","FN1","SDC4",0.000821575754076964,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"T_NK","VSMC","FN1","SDC4",0.000376931902656946,0,"FN1_SDC4","FN1 - SDC4","FN1","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","TNC","SDC4",0.000204458974152895,0,"TNC_SDC4","TNC - SDC4","TENASCIN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Fibroblast","VSMC","TNC","SDC4",5.31008739637631e-05,0,"TNC_SDC4","TNC - SDC4","TENASCIN","ECM-Receptor","KEGG: hsa04512","Ruptured"
"VSMC","VSMC","THBS1","SDC4",0.000515965167951269,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512","Ruptured"
"Macrophage","VSMC","THBS1","SDC4",0.000174662769268244,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512","Ruptured"
"EC","VSMC","THBS1","SDC4",4.34991885950665e-05,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512","Ruptured"
