"regulon","status","vsmc_state","mean_AUC"
"SOX6_extended (22g)","Ruptured","inflammatory VSMC",0.000869990224828935
"SOX6_extended (22g)","Ruptured","ECM-remodeling VSMC",0.0150537634408602
"SOX6_extended (22g)","Ruptured","metabolic-stress VSMC",0.00160204192462257
"SOX6_extended (22g)","STA","contractile VSMC",0.0044633431085044
"SOX6_extended (22g)","STA","synthetic VSMC",0.00258260019550342
"SOX6_extended (22g)","STA","inflammatory VSMC",0.00228152492668622
"SOX6_extended (22g)","STA","ECM-remodeling VSMC",0.00490518084066471
"SOX6_extended (22g)","STA","metabolic-stress VSMC",0.00212512218963832
"SP100 (33g)","Ruptured","contractile VSMC",0.0122768201896642
"SP100 (33g)","Ruptured","synthetic VSMC",0.0124375943341461
"SP100 (33g)","Ruptured","inflammatory VSMC",0.0775042087542088
"SP100 (33g)","Ruptured","ECM-remodeling VSMC",0.0149936868686869
"SP100 (33g)","Ruptured","metabolic-stress VSMC",0.00855000623519142
"SP100 (33g)","STA","contractile VSMC",0.00179573512906846
"SP100 (33g)","STA","synthetic VSMC",0.000794051627384961
"SP100 (33g)","STA","inflammatory VSMC",0.0595847362514029
"SP100 (33g)","STA","ECM-remodeling VSMC",0.00414702581369248
"SP100 (33g)","STA","metabolic-stress VSMC",0.000614478114478114
"SP1_extended (63g)","Ruptured","contractile VSMC",0.00731824464320843
"SP1_extended (63g)","Ruptured","synthetic VSMC",0.00909361526421417
"SP1_extended (63g)","Ruptured","inflammatory VSMC",0.0444500139236981
"SP1_extended (63g)","Ruptured","ECM-remodeling VSMC",0.0270003712986169
"SP1_extended (63g)","Ruptured","metabolic-stress VSMC",0.00466959580020009
"SP1_extended (63g)","STA","contractile VSMC",0.0050227420402859
"SP1_extended (63g)","STA","synthetic VSMC",0.00430242272347535
"SP1_extended (63g)","STA","inflammatory VSMC",0.0307806553420589
"SP1_extended (63g)","STA","ECM-remodeling VSMC",0.0170444630093753
"SP1_extended (63g)","STA","metabolic-stress VSMC",0.00340109533091989
"SP2 (37g)","Ruptured","contractile VSMC",0.00285678863660515
"SP2 (37g)","Ruptured","synthetic VSMC",0.00276927173478898
"SP2 (37g)","Ruptured","inflammatory VSMC",0.0320540540540541
"SP2 (37g)","Ruptured","ECM-remodeling VSMC",0.0128378378378378
"SP2 (37g)","Ruptured","metabolic-stress VSMC",0.000543400543400543
"SP2 (37g)","STA","contractile VSMC",0.001998712998713
"SP2 (37g)","STA","synthetic VSMC",0.000963963963963964
"SP2 (37g)","STA","inflammatory VSMC",0.0292998712998713
"SP2 (37g)","STA","ECM-remodeling VSMC",0.00653539253539254
"SP2 (37g)","STA","metabolic-stress VSMC",0.000703989703989704
"SP2_extended (43g)","Ruptured","contractile VSMC",0.00257937961143716
"SP2_extended (43g)","Ruptured","synthetic VSMC",0.00290847287220673
"SP2_extended (43g)","Ruptured","inflammatory VSMC",0.0292178641675344
"SP2_extended (43g)","Ruptured","ECM-remodeling VSMC",0.0123076478074743
"SP2_extended (43g)","Ruptured","metabolic-stress VSMC",0.000488513504827285
"SP2_extended (43g)","STA","contractile VSMC",0.00179682980446604
"SP2_extended (43g)","STA","synthetic VSMC",0.000910563461760963
"SP2_extended (43g)","STA","inflammatory VSMC",0.0270947587643179
"SP2_extended (43g)","STA","ECM-remodeling VSMC",0.00589378687955571
"SP2_extended (43g)","STA","metabolic-stress VSMC",0.000632882101122296
"SP3 (114g)","Ruptured","contractile VSMC",0.0219998406912127
"SP3 (114g)","Ruptured","synthetic VSMC",0.0285830016554542
"SP3 (114g)","Ruptured","inflammatory VSMC",0.0857516172965611
"SP3 (114g)","Ruptured","ECM-remodeling VSMC",0.0504660367722165
"SP3 (114g)","Ruptured","metabolic-stress VSMC",0.0181141943782393
"SP3 (114g)","STA","contractile VSMC",0.0139836567926456
"SP3 (114g)","STA","synthetic VSMC",0.0182507660878447
"SP3 (114g)","STA","inflammatory VSMC",0.0656154239019408
"SP3 (114g)","STA","ECM-remodeling VSMC",0.0265960163432074
"SP3 (114g)","STA","metabolic-stress VSMC",0.0162359550561798
"SP3_extended (431g)","Ruptured","contractile VSMC",0.0750461526927871
"SP3_extended (431g)","Ruptured","synthetic VSMC",0.0849917227290339
"SP3_extended (431g)","Ruptured","inflammatory VSMC",0.347256554307116
"SP3_extended (431g)","Ruptured","ECM-remodeling VSMC",0.147429349676541
"SP3_extended (431g)","Ruptured","metabolic-stress VSMC",0.0703122044414179
"SP3_extended (431g)","STA","contractile VSMC",0.0380158324821246
"SP3_extended (431g)","STA","synthetic VSMC",0.0517466802860061
"SP3_extended (431g)","STA","inflammatory VSMC",0.261029962546816
"SP3_extended (431g)","STA","ECM-remodeling VSMC",0.0798450800136193
"SP3_extended (431g)","STA","metabolic-stress VSMC",0.0421629213483146
"SP4 (25g)","Ruptured","contractile VSMC",0.00406084017382907
"SP4 (25g)","Ruptured","synthetic VSMC",0.00261343012704174
"SP4 (25g)","Ruptured","inflammatory VSMC",0.0982473684210526
"SP4 (25g)","Ruptured","ECM-remodeling VSMC",0.00850877192982456
"SP4 (25g)","Ruptured","metabolic-stress VSMC",0.00273879142300195
"SP4 (25g)","STA","contractile VSMC",0.00073859649122807
"SP4 (25g)","STA","synthetic VSMC",0.000454385964912281
"SP4 (25g)","STA","inflammatory VSMC",0.0501333333333333
"SP4 (25g)","STA","ECM-remodeling VSMC",0.00145438596491228
"SP4 (25g)","STA","metabolic-stress VSMC",0.00032280701754386
"SP4_extended (163g)","Ruptured","contractile VSMC",0.015664973620339
"SP4_extended (163g)","Ruptured","synthetic VSMC",0.0236430558979958
"SP4_extended (163g)","Ruptured","inflammatory VSMC",0.268669560776302
"SP4_extended (163g)","Ruptured","ECM-remodeling VSMC",0.0401132107592782
"SP4_extended (163g)","Ruptured","metabolic-stress VSMC",0.0128792607725192
"SP4_extended (163g)","STA","contractile VSMC",0.00501276813074566
"SP4_extended (163g)","STA","synthetic VSMC",0.00320309839972761
"SP4_extended (163g)","STA","inflammatory VSMC",0.194474804221995
"SP4_extended (163g)","STA","ECM-remodeling VSMC",0.0137955396663262
"SP4_extended (163g)","STA","metabolic-stress VSMC",0.00264044943820225
"SREBF1_extended (187g)","Ruptured","contractile VSMC",0.0248299144418101
"SREBF1_extended (187g)","Ruptured","synthetic VSMC",0.0278169138107147
"SREBF1_extended (187g)","Ruptured","inflammatory VSMC",0.0114930200885257
"SREBF1_extended (187g)","Ruptured","ECM-remodeling VSMC",0.0448906196799455
"SREBF1_extended (187g)","Ruptured","metabolic-stress VSMC",0.0212116483183899
"SREBF1_extended (187g)","STA","contractile VSMC",0.0346416411304052
"SREBF1_extended (187g)","STA","synthetic VSMC",0.0343232890704801
"SREBF1_extended (187g)","STA","inflammatory VSMC",0.0157388491658155
"SREBF1_extended (187g)","STA","ECM-remodeling VSMC",0.0481928838951311
"SREBF1_extended (187g)","STA","metabolic-stress VSMC",0.0450400068096697
"SREBF2 (166g)","Ruptured","contractile VSMC",0.0320901781447086
"SREBF2 (166g)","Ruptured","synthetic VSMC",0.0332059455461238
"SREBF2 (166g)","Ruptured","inflammatory VSMC",0.270700544773578
"SREBF2 (166g)","Ruptured","ECM-remodeling VSMC",0.0611061457269322
"SREBF2 (166g)","Ruptured","metabolic-stress VSMC",0.0287448454583286
"SREBF2 (166g)","STA","contractile VSMC",0.0101949267960504
"SREBF2 (166g)","STA","synthetic VSMC",0.00762768130745659
"SREBF2 (166g)","STA","inflammatory VSMC",0.158399727613211
"SREBF2 (166g)","STA","ECM-remodeling VSMC",0.0215313244807627
"SREBF2 (166g)","STA","metabolic-stress VSMC",0.00595931222335717
"SREBF2_extended (256g)","Ruptured","contractile VSMC",0.035969815670362
"SREBF2_extended (256g)","Ruptured","synthetic VSMC",0.037758444577507
"SREBF2_extended (256g)","Ruptured","inflammatory VSMC",0.338904494382022
"SREBF2_extended (256g)","Ruptured","ECM-remodeling VSMC",0.0681392577459993
"SREBF2_extended (256g)","Ruptured","metabolic-stress VSMC",0.0305465705746605
"SREBF2_extended (256g)","STA","contractile VSMC",0.0109184542049711
"SREBF2_extended (256g)","STA","synthetic VSMC",0.00855890364317331
"SREBF2_extended (256g)","STA","inflammatory VSMC",0.216472591079333
"SREBF2_extended (256g)","STA","ECM-remodeling VSMC",0.0236899897854954
"SREBF2_extended (256g)","STA","metabolic-stress VSMC",0.00621552604698672
"SRF_extended (51g)","Ruptured","contractile VSMC",0.00732831358843231
"SRF_extended (51g)","Ruptured","synthetic VSMC",0.00565590220762635
"SRF_extended (51g)","Ruptured","inflammatory VSMC",0.0036777674032576
"SRF_extended (51g)","Ruptured","ECM-remodeling VSMC",0.0100632845730885
"SRF_extended (51g)","Ruptured","metabolic-stress VSMC",0.00613537596108402
"SRF_extended (51g)","STA","contractile VSMC",0.007782965037867
"SRF_extended (51g)","STA","synthetic VSMC",0.00367154269115053
"SRF_extended (51g)","STA","inflammatory VSMC",0.00850606909430439
"SRF_extended (51g)","STA","ECM-remodeling VSMC",0.00679531071687934
"SRF_extended (51g)","STA","metabolic-stress VSMC",0.00721340388007055
"STAT1 (80g)","Ruptured","contractile VSMC",0.142307055707935
"STAT1 (80g)","Ruptured","synthetic VSMC",0.167303590472805
"STAT1 (80g)","Ruptured","inflammatory VSMC",0.0408951890034364
"STAT1 (80g)","Ruptured","ECM-remodeling VSMC",0.163240979381443
"STAT1 (80g)","Ruptured","metabolic-stress VSMC",0.109137552500955
"STAT1 (80g)","STA","contractile VSMC",0.0775704467353952
"STAT1 (80g)","STA","synthetic VSMC",0.0690017182130584
"STAT1 (80g)","STA","inflammatory VSMC",0.0316202749140893
"STAT1 (80g)","STA","ECM-remodeling VSMC",0.074803264604811
"STAT1 (80g)","STA","metabolic-stress VSMC",0.0742207903780069
"STAT1_extended (111g)","Ruptured","contractile VSMC",0.15438895708971
"STAT1_extended (111g)","Ruptured","synthetic VSMC",0.182830826670424
"STAT1_extended (111g)","Ruptured","inflammatory VSMC",0.043540177051413
"STAT1_extended (111g)","Ruptured","ECM-remodeling VSMC",0.183329077289751
"STAT1_extended (111g)","Ruptured","metabolic-stress VSMC",0.120734498543487
"STAT1_extended (111g)","STA","contractile VSMC",0.0819535240040858
"STAT1_extended (111g)","STA","synthetic VSMC",0.0731673476336398
"STAT1_extended (111g)","STA","inflammatory VSMC",0.034889342866871
"STAT1_extended (111g)","STA","ECM-remodeling VSMC",0.079199012597889
"STAT1_extended (111g)","STA","metabolic-stress VSMC",0.0775680966973102
"STAT2 (21g)","Ruptured","contractile VSMC",0.035680680176093
"STAT2 (21g)","Ruptured","synthetic VSMC",0.0415350932592312
"STAT2 (21g)","Ruptured","inflammatory VSMC",0.0141961741961742
"STAT2 (21g)","Ruptured","ECM-remodeling VSMC",0.0657051282051282
"STAT2 (21g)","Ruptured","metabolic-stress VSMC",0.0151268484601818
"STAT2 (21g)","STA","contractile VSMC",0.00672161172161172
"STAT2 (21g)","STA","synthetic VSMC",0.00698616198616199
"STAT2 (21g)","STA","inflammatory VSMC",0.00992063492063492
"STAT2 (21g)","STA","ECM-remodeling VSMC",0.0123606023606024
"STAT2 (21g)","STA","metabolic-stress VSMC",0.00185185185185185
"STAT2_extended (60g)","Ruptured","contractile VSMC",0.0633498000470478
"STAT2_extended (60g)","Ruptured","synthetic VSMC",0.0745456331663228
"STAT2_extended (60g)","Ruptured","inflammatory VSMC",0.0239430199430199
"STAT2_extended (60g)","Ruptured","ECM-remodeling VSMC",0.0965930674264008
"STAT2_extended (60g)","Ruptured","metabolic-stress VSMC",0.0416402870106574
"STAT2_extended (60g)","STA","contractile VSMC",0.0207198480531814
"STAT2_extended (60g)","STA","synthetic VSMC",0.022622032288699
"STAT2_extended (60g)","STA","inflammatory VSMC",0.0132013295346629
"STAT2_extended (60g)","STA","ECM-remodeling VSMC",0.0325517568850902
"STAT2_extended (60g)","STA","metabolic-stress VSMC",0.0148395061728395
"STAT5A_extended (20g)","Ruptured","contractile VSMC",0.00219131654297902
"STAT5A_extended (20g)","Ruptured","synthetic VSMC",0.00215242697122776
"STAT5A_extended (20g)","Ruptured","inflammatory VSMC",0.0708492569002123
"STAT5A_extended (20g)","Ruptured","ECM-remodeling VSMC",0.00352972399150743
"STAT5A_extended (20g)","Ruptured","metabolic-stress VSMC",0.000813871196036801
"STAT5A_extended (20g)","STA","contractile VSMC",0.000762208067940552
"STAT5A_extended (20g)","STA","synthetic VSMC",0.000114649681528662
"STAT5A_extended (20g)","STA","inflammatory VSMC",0.0612484076433121
"STAT5A_extended (20g)","STA","ECM-remodeling VSMC",0.00122292993630573
"STAT5A_extended (20g)","STA","metabolic-stress VSMC",0.000169851380042463
"STAU2 (70g)","Ruptured","contractile VSMC",0.0118812851385946
"STAU2 (70g)","Ruptured","synthetic VSMC",0.0137194420146402
"STAU2 (70g)","Ruptured","inflammatory VSMC",0.0793965287049399
"STAU2 (70g)","Ruptured","ECM-remodeling VSMC",0.0446595460614152
"STAU2 (70g)","Ruptured","metabolic-stress VSMC",0.0074370765959551
"STAU2 (70g)","STA","contractile VSMC",0.0072861593235425
"STAU2 (70g)","STA","synthetic VSMC",0.00564040943480196
"STAU2 (70g)","STA","inflammatory VSMC",0.0556822429906542
"STAU2 (70g)","STA","ECM-remodeling VSMC",0.027260347129506
"STAU2 (70g)","STA","metabolic-stress VSMC",0.00412194036493102
"SUPT20H_extended (66g)","Ruptured","contractile VSMC",0.0287051020995975
"SUPT20H_extended (66g)","Ruptured","synthetic VSMC",0.0281472695265799
"SUPT20H_extended (66g)","Ruptured","inflammatory VSMC",0.0205787605787606
"SUPT20H_extended (66g)","Ruptured","ECM-remodeling VSMC",0.0397897897897898
"SUPT20H_extended (66g)","Ruptured","metabolic-stress VSMC",0.0211499378166045
"SUPT20H_extended (66g)","STA","contractile VSMC",0.00379015379015379
"SUPT20H_extended (66g)","STA","synthetic VSMC",0.00596778596778597
"SUPT20H_extended (66g)","STA","inflammatory VSMC",0.0268877968877969
"SUPT20H_extended (66g)","STA","ECM-remodeling VSMC",0.00836199836199836
"SUPT20H_extended (66g)","STA","metabolic-stress VSMC",0.00246337246337246
"TAF1 (24g)","Ruptured","contractile VSMC",0.00239101756910715
"TAF1 (24g)","Ruptured","synthetic VSMC",0.000882728570355345
"TAF1 (24g)","Ruptured","inflammatory VSMC",0.0362037037037037
"TAF1 (24g)","Ruptured","ECM-remodeling VSMC",0.00717138707334786
"TAF1 (24g)","Ruptured","metabolic-stress VSMC",0.00346465746792544
"TAF1 (24g)","STA","contractile VSMC",0.00272512708787219
"TAF1 (24g)","STA","synthetic VSMC",0.00150689905591866
"TAF1 (24g)","STA","inflammatory VSMC",0.0247403776325345
"TAF1 (24g)","STA","ECM-remodeling VSMC",0.0108424110384895
"TAF1 (24g)","STA","metabolic-stress VSMC",0.00131989832970225
"TAF1_extended (172g)","Ruptured","contractile VSMC",0.0300777333170901
"TAF1_extended (172g)","Ruptured","synthetic VSMC",0.039862984748688
"TAF1_extended (172g)","Ruptured","inflammatory VSMC",0.117737487231869
"TAF1_extended (172g)","Ruptured","ECM-remodeling VSMC",0.0617977528089888
"TAF1_extended (172g)","Ruptured","metabolic-stress VSMC",0.039971342639882
"TAF1_extended (172g)","STA","contractile VSMC",0.014819543752128
"TAF1_extended (172g)","STA","synthetic VSMC",0.0168922369765066
"TAF1_extended (172g)","STA","inflammatory VSMC",0.0981792645556691
"TAF1_extended (172g)","STA","ECM-remodeling VSMC",0.0283954715696289
"TAF1_extended (172g)","STA","metabolic-stress VSMC",0.0130490296220633
"TAF7 (99g)","Ruptured","contractile VSMC",0.0177840147688617
"TAF7 (99g)","Ruptured","synthetic VSMC",0.0152248952132718
"TAF7 (99g)","Ruptured","inflammatory VSMC",0.0504307116104869
"TAF7 (99g)","Ruptured","ECM-remodeling VSMC",0.0244296901600272
"TAF7 (99g)","Ruptured","metabolic-stress VSMC",0.0129383724889343
"TAF7 (99g)","STA","contractile VSMC",0.0187785154919986
"TAF7 (99g)","STA","synthetic VSMC",0.0172727272727273
"TAF7 (99g)","STA","inflammatory VSMC",0.0597046305754171
"TAF7 (99g)","STA","ECM-remodeling VSMC",0.0226021450459653
"TAF7 (99g)","STA","metabolic-stress VSMC",0.0145531154239019
"TAF7_extended (303g)","Ruptured","contractile VSMC",0.0586057201225741
"TAF7_extended (303g)","Ruptured","synthetic VSMC",0.0531154239019408
"TAF7_extended (303g)","Ruptured","inflammatory VSMC",0.137860912495744
"TAF7_extended (303g)","Ruptured","ECM-remodeling VSMC",0.0783856826693905
"TAF7_extended (303g)","Ruptured","metabolic-stress VSMC",0.0488333711648318
"TAF7_extended (303g)","STA","contractile VSMC",0.0625774599931903
"TAF7_extended (303g)","STA","synthetic VSMC",0.0504894450119169
"TAF7_extended (303g)","STA","inflammatory VSMC",0.151602826012938
"TAF7_extended (303g)","STA","ECM-remodeling VSMC",0.069289240721825
"TAF7_extended (303g)","STA","metabolic-stress VSMC",0.0555371127000341
"TBL1XR1_extended (158g)","Ruptured","contractile VSMC",0.044717742313351
"TBL1XR1_extended (158g)","Ruptured","synthetic VSMC",0.0512926631679053
"TBL1XR1_extended (158g)","Ruptured","inflammatory VSMC",0.127338270343888
"TBL1XR1_extended (158g)","Ruptured","ECM-remodeling VSMC",0.0893875553285666
"TBL1XR1_extended (158g)","Ruptured","metabolic-stress VSMC",0.0334454091476563
"TBL1XR1_extended (158g)","STA","contractile VSMC",0.032628532516173
"TBL1XR1_extended (158g)","STA","synthetic VSMC",0.0435972080354103
"TBL1XR1_extended (158g)","STA","inflammatory VSMC",0.086265747361253
"TBL1XR1_extended (158g)","STA","ECM-remodeling VSMC",0.0656341504937011
"TBL1XR1_extended (158g)","STA","metabolic-stress VSMC",0.0324693564862104
"TBP (49g)","Ruptured","contractile VSMC",0.0110627106347126
"TBP (49g)","Ruptured","synthetic VSMC",0.0182969739619986
"TBP (49g)","Ruptured","inflammatory VSMC",0.0338307823129252
"TBP (49g)","Ruptured","ECM-remodeling VSMC",0.0230256164965986
"TBP (49g)","Ruptured","metabolic-stress VSMC",0.00640412414965986
"TBP (49g)","STA","contractile VSMC",0.00430378401360544
"TBP (49g)","STA","synthetic VSMC",0.0134236819727891
"TBP (49g)","STA","inflammatory VSMC",0.0223341836734694
"TBP (49g)","STA","ECM-remodeling VSMC",0.00858737244897959
"TBP (49g)","STA","metabolic-stress VSMC",0.00539009353741497
"TBPL1 (94g)","Ruptured","contractile VSMC",0.0106350329394345
"TBPL1 (94g)","Ruptured","synthetic VSMC",0.0135430241978092
"TBPL1 (94g)","Ruptured","inflammatory VSMC",0.0341283622744297
"TBPL1 (94g)","Ruptured","ECM-remodeling VSMC",0.0236636023152877
"TBPL1 (94g)","Ruptured","metabolic-stress VSMC",0.0127799530889419
"TBPL1 (94g)","STA","contractile VSMC",0.00726506639427988
"TBPL1 (94g)","STA","synthetic VSMC",0.00679775280898876
"TBPL1 (94g)","STA","inflammatory VSMC",0.0256486210418795
"TBPL1 (94g)","STA","ECM-remodeling VSMC",0.0154247531494722
"TBPL1 (94g)","STA","metabolic-stress VSMC",0.00508852570650323
"TBPL1_extended (95g)","Ruptured","contractile VSMC",0.0106350329394345
"TBPL1_extended (95g)","Ruptured","synthetic VSMC",0.0135430241978092
"TBPL1_extended (95g)","Ruptured","inflammatory VSMC",0.0341283622744297
"TBPL1_extended (95g)","Ruptured","ECM-remodeling VSMC",0.0236636023152877
"TBPL1_extended (95g)","Ruptured","metabolic-stress VSMC",0.0127799530889419
"TBPL1_extended (95g)","STA","contractile VSMC",0.00726506639427988
"TBPL1_extended (95g)","STA","synthetic VSMC",0.00679775280898876
"TBPL1_extended (95g)","STA","inflammatory VSMC",0.0256486210418795
"TBPL1_extended (95g)","STA","ECM-remodeling VSMC",0.0154247531494722
"TBPL1_extended (95g)","STA","metabolic-stress VSMC",0.00508852570650323
"TBX15_extended (88g)","Ruptured","contractile VSMC",0.013793095369737
"TBX15_extended (88g)","Ruptured","synthetic VSMC",0.0224807157197703
"TBX15_extended (88g)","Ruptured","inflammatory VSMC",0.00662495743956418
"TBX15_extended (88g)","Ruptured","ECM-remodeling VSMC",0.0469760810350698
"TBX15_extended (88g)","Ruptured","metabolic-stress VSMC",0.00924034351000643
"TBX15_extended (88g)","STA","contractile VSMC",0.00866360231528771
"TBX15_extended (88g)","STA","synthetic VSMC",0.00971399387129724
"TBX15_extended (88g)","STA","inflammatory VSMC",0.0078481443649983
"TBX15_extended (88g)","STA","ECM-remodeling VSMC",0.0307439564181137
"TBX15_extended (88g)","STA","metabolic-stress VSMC",0.00627511065713313
"TCF12_extended (238g)","Ruptured","contractile VSMC",0.0759938056995061
"TCF12_extended (238g)","Ruptured","synthetic VSMC",0.074768412525096
"TCF12_extended (238g)","Ruptured","inflammatory VSMC",0.133576779026217
"TCF12_extended (238g)","Ruptured","ECM-remodeling VSMC",0.140215355805243
"TCF12_extended (238g)","Ruptured","metabolic-stress VSMC",0.0706810615518481
"TCF12_extended (238g)","STA","contractile VSMC",0.0623289070480082
"TCF12_extended (238g)","STA","synthetic VSMC",0.0616147429349677
"TCF12_extended (238g)","STA","inflammatory VSMC",0.115446884576098
"TCF12_extended (238g)","STA","ECM-remodeling VSMC",0.106160197480422
"TCF12_extended (238g)","STA","metabolic-stress VSMC",0.0621714334354784
"TCF4_extended (319g)","Ruptured","contractile VSMC",0.233320604248859
"TCF4_extended (319g)","Ruptured","synthetic VSMC",0.270384981156
"TCF4_extended (319g)","Ruptured","inflammatory VSMC",0.103928328226081
"TCF4_extended (319g)","Ruptured","ECM-remodeling VSMC",0.312585120871638
"TCF4_extended (319g)","Ruptured","metabolic-stress VSMC",0.208073241781107
"TCF4_extended (319g)","STA","contractile VSMC",0.209219441607082
"TCF4_extended (319g)","STA","synthetic VSMC",0.206726251276813
"TCF4_extended (319g)","STA","inflammatory VSMC",0.113747871978209
"TCF4_extended (319g)","STA","ECM-remodeling VSMC",0.251802860061287
"TCF4_extended (319g)","STA","metabolic-stress VSMC",0.206112529792305
"TCF7L1 (61g)","Ruptured","contractile VSMC",0.0168329694379762
"TCF7L1 (61g)","Ruptured","synthetic VSMC",0.0236740024560925
"TCF7L1 (61g)","Ruptured","inflammatory VSMC",0.00659977388355003
"TCF7L1 (61g)","Ruptured","ECM-remodeling VSMC",0.0631123987186735
"TCF7L1 (61g)","Ruptured","metabolic-stress VSMC",0.0122584427276344
"TCF7L1 (61g)","STA","contractile VSMC",0.0241991709063501
"TCF7L1 (61g)","STA","synthetic VSMC",0.0164405502166949
"TCF7L1 (61g)","STA","inflammatory VSMC",0.00704070096099491
"TCF7L1 (61g)","STA","ECM-remodeling VSMC",0.0711145656679857
"TCF7L1 (61g)","STA","metabolic-stress VSMC",0.018368192952704
"TCF7L1_extended (80g)","Ruptured","contractile VSMC",0.017739761657051
"TCF7L1_extended (80g)","Ruptured","synthetic VSMC",0.02493778883754
"TCF7L1_extended (80g)","Ruptured","inflammatory VSMC",0.00700429553264605
"TCF7L1_extended (80g)","Ruptured","ECM-remodeling VSMC",0.0692654639175258
"TCF7L1_extended (80g)","Ruptured","metabolic-stress VSMC",0.0118103283696067
"TCF7L1_extended (80g)","STA","contractile VSMC",0.0259862542955326
"TCF7L1_extended (80g)","STA","synthetic VSMC",0.017053264604811
"TCF7L1_extended (80g)","STA","inflammatory VSMC",0.00802920962199313
"TCF7L1_extended (80g)","STA","ECM-remodeling VSMC",0.0801245704467354
"TCF7L1_extended (80g)","STA","metabolic-stress VSMC",0.0183307560137457
"TCF7L2 (32g)","Ruptured","contractile VSMC",0.0291600759253401
"TCF7L2 (32g)","Ruptured","synthetic VSMC",0.0408888228299643
"TCF7L2 (32g)","Ruptured","inflammatory VSMC",0.00408333333333333
"TCF7L2 (32g)","Ruptured","ECM-remodeling VSMC",0.0714978448275862
"TCF7L2 (32g)","Ruptured","metabolic-stress VSMC",0.017301245210728
"TCF7L2 (32g)","STA","contractile VSMC",0.0195574712643678
"TCF7L2 (32g)","STA","synthetic VSMC",0.0329626436781609
"TCF7L2 (32g)","STA","inflammatory VSMC",0.00526580459770115
"TCF7L2 (32g)","STA","ECM-remodeling VSMC",0.0660272988505747
"TCF7L2 (32g)","STA","metabolic-stress VSMC",0.0144899425287356
"TCF7L2_extended (41g)","Ruptured","contractile VSMC",0.0313713424506075
"TCF7L2_extended (41g)","Ruptured","synthetic VSMC",0.0430787117201801
"TCF7L2_extended (41g)","Ruptured","inflammatory VSMC",0.00756814921090387
"TCF7L2_extended (41g)","Ruptured","ECM-remodeling VSMC",0.0840805834528933
"TCF7L2_extended (41g)","Ruptured","metabolic-stress VSMC",0.0212285456187895
"TCF7L2_extended (41g)","STA","contractile VSMC",0.021260162601626
"TCF7L2_extended (41g)","STA","synthetic VSMC",0.0332293161166906
"TCF7L2_extended (41g)","STA","inflammatory VSMC",0.00950263032042085
"TCF7L2_extended (41g)","STA","ECM-remodeling VSMC",0.0693962219033955
"TCF7L2_extended (41g)","STA","metabolic-stress VSMC",0.0160509325681492
"TEAD4_extended (21g)","Ruptured","contractile VSMC",0.0186174681587526
"TEAD4_extended (21g)","Ruptured","synthetic VSMC",0.0165887752094649
"TEAD4_extended (21g)","Ruptured","inflammatory VSMC",0.0163878713878714
"TEAD4_extended (21g)","Ruptured","ECM-remodeling VSMC",0.03495115995116
"TEAD4_extended (21g)","Ruptured","metabolic-stress VSMC",0.0396542757653869
"TEAD4_extended (21g)","STA","contractile VSMC",0.0109198209198209
"TEAD4_extended (21g)","STA","synthetic VSMC",0.0126190476190476
"TEAD4_extended (21g)","STA","inflammatory VSMC",0.00857753357753358
"TEAD4_extended (21g)","STA","ECM-remodeling VSMC",0.0146682946682947
"TEAD4_extended (21g)","STA","metabolic-stress VSMC",0.0167155067155067
"TEF (24g)","Ruptured","contractile VSMC",0.0134616537746597
"TEF (24g)","Ruptured","synthetic VSMC",0.0128277364585681
"TEF (24g)","Ruptured","inflammatory VSMC",0.00337690631808279
"TEF (24g)","Ruptured","ECM-remodeling VSMC",0.0110974945533769
"TEF (24g)","Ruptured","metabolic-stress VSMC",0.0105906560154926
"TEF (24g)","STA","contractile VSMC",0.0185548293391431
"TEF (24g)","STA","synthetic VSMC",0.0106735657225853
"TEF (24g)","STA","inflammatory VSMC",0.0037436456063907
"TEF (24g)","STA","ECM-remodeling VSMC",0.0199963689179375
"TEF (24g)","STA","metabolic-stress VSMC",0.0260602759622367
"TEF_extended (34g)","Ruptured","contractile VSMC",0.0117499877348771
"TEF_extended (34g)","Ruptured","synthetic VSMC",0.0113193094937517
"TEF_extended (34g)","Ruptured","inflammatory VSMC",0.0034841628959276
"TEF_extended (34g)","Ruptured","ECM-remodeling VSMC",0.012186343068696
"TEF_extended (34g)","Ruptured","metabolic-stress VSMC",0.00870317046787635
"TEF_extended (34g)","STA","contractile VSMC",0.0161058549293843
"TEF_extended (34g)","STA","synthetic VSMC",0.010146716029069
"TEF_extended (34g)","STA","inflammatory VSMC",0.00331687919923214
"TEF_extended (34g)","STA","ECM-remodeling VSMC",0.0206129164952694
"TEF_extended (34g)","STA","metabolic-stress VSMC",0.0207802001919649
"TFDP1 (29g)","Ruptured","contractile VSMC",0.0153582085723813
"TFDP1 (29g)","Ruptured","synthetic VSMC",0.016936079956294
"TFDP1 (29g)","Ruptured","inflammatory VSMC",0.0035834109972041
"TFDP1 (29g)","Ruptured","ECM-remodeling VSMC",0.0139406648027338
"TFDP1 (29g)","Ruptured","metabolic-stress VSMC",0.0147475061268165
"TFDP1 (29g)","STA","contractile VSMC",0.00611835973904939
"TFDP1 (29g)","STA","synthetic VSMC",0.00382416899658279
"TFDP1 (29g)","STA","inflammatory VSMC",0.00604069586828208
"TFDP1 (29g)","STA","ECM-remodeling VSMC",0.00423268095681889
